date,form_type,accession_number,lm_positive,lm_negative,lm_uncertain,lm_litigious,lm_constraining,lm_pos_pct,lm_neg_pct,lm_uncertain_pct,lm_sentiment_score,total_words
2008-02-13,8-K,0001193125-08-028404,0,1,1,2,4,0.0,0.4149,0.4149,-0.4149,241
2008-02-21,8-K,0001193125-08-035207,3,1,2,2,1,0.9434,0.3145,0.6289,0.6289,318
2008-02-28,10-K,0001193125-08-041768,17,3,29,2,5,1.2706,0.2242,2.1674,1.0463,1338
2008-04-16,8-K,0001104659-08-024631,0,1,1,1,4,0.0,0.5291,0.5291,-0.5291,189
2008-04-22,8-K,0000021344-08-000071,3,1,19,1,2,0.6494,0.2165,4.1126,0.4329,462
2008-04-22,8-K,0000021344-08-000068,0,1,1,1,1,0.0,0.3663,0.3663,-0.3663,273
2008-04-25,10-Q,0001047469-08-005195,2,1,11,1,3,0.9174,0.4587,5.0459,0.4587,218
2008-07-02,8-K,0000021344-08-000085,0,1,3,1,1,0.0,0.2817,0.8451,-0.2817,355
2008-07-16,8-K,0000021344-08-000109,0,1,4,1,1,0.0,0.4049,1.6194,-0.4049,247
2008-07-17,8-K,0001104659-08-046008,0,1,1,1,4,0.0,0.5128,0.5128,-0.5128,195
2008-07-21,8-K,0000021344-08-000113,6,2,6,1,3,0.8696,0.2899,0.8696,0.5797,690
2008-07-24,10-Q,0001047469-08-008358,2,1,11,1,3,0.8889,0.4444,4.8889,0.4444,225
2008-09-03,8-K,0001104659-08-056537,3,4,3,3,4,1.1364,1.5152,1.1364,-0.3788,264
2008-09-05,8-K,0001104659-08-057298,3,3,4,3,9,0.4815,0.4815,0.6421,0.0,623
2008-09-08,8-K,0001104659-08-057483,0,1,1,1,1,0.0,0.3597,0.3597,-0.3597,278
2008-10-15,8-K,0001104659-08-064152,0,1,1,1,4,0.0,0.5291,0.5291,-0.5291,189
2008-10-21,8-K,0000021344-08-000140,1,2,5,1,1,0.369,0.738,1.845,-0.369,271
2008-10-23,10-Q,0001047469-08-011110,2,0,11,1,3,0.9479,0.0,5.2133,0.9479,211
2008-12-16,8-K,0000021344-08-000144,0,1,2,1,1,0.0,0.5556,1.1111,-0.5556,180
2009-02-12,8-K,0001104659-09-008570,0,1,2,1,4,0.0,0.4065,0.813,-0.4065,246
2009-02-18,8-K,0000021344-09-000007,1,12,36,1,5,0.1054,1.2645,3.7935,-1.1591,949
2009-02-23,8-K,0000021344-09-000030,10,4,19,1,3,1.3947,0.5579,2.6499,0.8368,717
2009-02-26,10-K,0001047469-09-001875,3,1,11,1,3,1.2048,0.4016,4.4177,0.8032,249
2009-03-05,8-K,0001104659-09-014667,0,1,1,1,1,0.0,0.3891,0.3891,-0.3891,257
2009-04-21,8-K,0001104659-09-025109,0,1,2,1,4,0.0,0.4673,0.9346,-0.4673,214
2009-04-30,10-Q,0001047469-09-004778,2,0,11,1,3,0.9259,0.0,5.0926,0.9259,216
2009-06-10,8-K,0000021344-09-000099,0,1,2,1,1,0.0,0.3257,0.6515,-0.3257,307
2009-07-21,8-K,0001104659-09-043953,0,1,2,1,4,0.0,0.4695,0.939,-0.4695,213
2009-07-28,8-K,0000021344-09-000101,0,1,1,1,1,0.0,0.3484,0.3484,-0.3484,287
2009-07-30,10-Q,0001047469-09-007013,2,1,11,1,3,0.8889,0.4444,4.8889,0.4444,225
2009-10-20,8-K,0001104659-09-059483,0,1,2,1,4,0.0,0.4673,0.9346,-0.4673,214
2009-10-29,10-Q,0001047469-09-009286,2,1,11,1,3,0.9132,0.4566,5.0228,0.4566,219
2010-02-09,8-K,0001104659-10-005529,0,1,2,1,4,0.0,0.4854,0.9709,-0.4854,206
2010-02-18,8-K,0001104659-10-007759,0,2,5,1,1,0.0,0.6711,1.6779,-0.6711,298
2010-02-26,10-K,0001047469-10-001476,3,1,11,1,3,1.1194,0.3731,4.1045,0.7463,268
2010-03-03,8-K,0001047469-10-001749,15,11,23,5,8,0.8818,0.6467,1.3521,0.2352,1701
2010-03-22,8-K,0001104659-10-015648,3,6,15,4,2,0.2804,0.5607,1.4019,-0.2804,1070
2010-04-20,8-K,0001104659-10-020556,0,1,2,1,4,0.0,0.4808,0.9615,-0.4808,208
2010-04-23,8-K,0001104659-10-021543,1,1,3,1,3,0.3497,0.3497,1.049,0.0,286
2010-04-26,8-K,0000021344-10-000002,0,2,1,1,1,0.0,0.905,0.4525,-0.905,221
2010-04-29,10-Q,0001047469-10-004416,2,1,11,1,3,0.9174,0.4587,5.0459,0.4587,218
